OBJECTID,PLACE_NAME_ID,GEO_NAME_ID,NAME_EN,NAME_STATUS,COORDINATES,DISTRICT
786,9430000,943,Long Keng,Official,"22.39924091,114.282312125",Sai Kung District
787,9440000,944,Long Mei,Official,"22.390355494,114.266340743",Sai Kung District
788,9450000,945,Long Mong Wan,Official,"22.367091868,114.2959294",Sai Kung District
789,9470000,947,Long Tsai Tsuen,Official,"22.22141573,114.117379367",Islands District
790,9480000,948,Lover's Rock,Official,"22.27087585,114.176588748",Wan Chai District
791,9490000,949,Lower Keung Shan,Official,"22.247665857,113.877909335",Islands District
792,9530000,953,Lower Shing Mun Village,Official,"22.376838576,114.136888818",Kwai Tsing District
793,9550000,955,Luen On San Tsuen,Official,"22.363747192,114.021753194",Tuen Mun District
794,9560000,956,Luen Wo Hui,Official,"22.497649248,114.14185917",North District
795,9570000,957,Lui Kung Tin,Official,"22.425556292,114.105364858",Yuen Long District
796,9580000,958,Lui Ta Shek,Official,"22.413556307,114.304477103",Sai Kung District
797,9590000,959,Luk Chau,Official,"22.224807749,114.13508912",Islands District
798,9600000,960,Luk Chau Shan,Official,"22.218124599,114.13344227",Islands District
799,9610000,961,Luk Chau Shan,Official,"22.218124599,114.13344227",Islands District
800,9620000,962,Luk Chau Village,Official,"22.217527716,114.130338792",Islands District
801,9630000,963,Luk Chau Wan,Official,"22.227424356,114.126940662",Islands District
802,9640000,964,Luk Keng,Official,"22.520756698,114.217358097",North District
803,9650000,965,Luk Keng Bay,Official,"22.332474555,114.021875152",Tsuen Wan District
804,9660000,966,Luk Keng Chan Uk,Official,"22.519068316,114.216162063",North District
805,9670000,967,Luk Keng Lam Uk,Official,"22.517109987,114.210601831",North District
806,9680000,968,Luk Keng Shan,Official,"22.212039213,113.925449248",Islands District
807,9690000,969,Luk Keng Tsuen,Official,"22.331392091,114.023138228",Tsuen Wan District
808,9700000,970,Luk Keng Wan,Official,"22.241120931,114.28757717",Sai Kung District
809,9710000,971,Luk Keng Wong Uk,Official,"22.523475251,114.215687022",North District
810,9720000,972,Luk Mei Tsuen,Official,"22.494023211,114.084066547",Yuen Long District
811,9730000,973,Luk Mei Tsuen,Official,"22.494023211,114.084066547",Yuen Long District
812,9740000,974,Luk Tei Tong,Official,"22.263250186,113.991370575",Islands District
813,9750000,975,Luk Wu,Official,"22.251287356,113.888029677",Islands District
814,9760000,976,Luk Wu,Official,"22.251287356,113.888029677",Islands District
815,9770000,977,Luk Wu Tung,Official,"22.493194803,114.293714421",North District
816,9790000,979,Lung A Pai,Official,"22.44396241,114.137666222",Tai Po District
817,9800000,980,Lung Ha Wan,Official,"22.34433501,114.057877515",Tsuen Wan District
818,9810000,981,Lung Ha Wan,Official,"22.34433501,114.057877515",Tsuen Wan District
819,9820000,982,Lung Hang,Official,"22.410013283,114.318983942",Sai Kung District
820,9840000,984,Lung Keng Kan,Official,"22.47705148,114.366528995",Tai Po District
821,9850000,985,Lung Kwu Chau,Official,"22.376261323,113.883364241",Tuen Mun District
822,9860000,986,Lung Kwu Sheung Tan,Official,"22.402126069,113.915892456",Tuen Mun District
823,9870000,987,Lung Kwu Tan,Official,"22.38719143,113.922640054",Tuen Mun District
824,9880000,988,Lung Lok Shui,Official,"22.5405942,114.428579325",Tai Po District
825,9890000,989,Lung Lun Tsui,Official,"22.540775717,114.427996376",Tai Po District
826,9900000,990,Lung Mei,Official,"22.394219682,114.267897",Sai Kung District
827,9910000,991,Lung Mei,Official,"22.394219682,114.267897",Sai Kung District
828,9920000,992,Lung Mei,Official,"22.394219682,114.267897",Sai Kung District
829,9930000,993,Lung Mei Hang,Official,"22.271145052,113.985402775",Islands District
830,9940000,994,Lung Mei Tau,Official,"22.416086628,114.37447845",Sai Kung District
831,9950000,995,Lung Mei Teng,Official,"22.539941752,114.163818693",North District
832,9960000,996,Lung Mei Tsuen,Official,"22.271459355,113.983908144",Islands District
833,9980000,998,Lung Ngan Yuen Tau,Official,"22.353184637,114.296208826",Sai Kung District
834,10000000,1000,Lung Shan,Official,"22.490870343,114.160072187",North District
835,10010000,1001,Lung Shuen Pai,Official,"22.306609586,114.36706466",Sai Kung District
836,10030000,1003,Lung Tin Tsuen,Official,"22.438043973,114.024934714",Yuen Long District
837,10040000,1004,Lung Tsai,Official,"22.385555669,113.921846767",Tuen Mun District
838,10050000,1005,Lung Tsai Ng Yuen,Official,"22.235371424,113.871009562",Islands District
839,10060000,1006,Lung Tseng Tau,Official,"22.276278011,113.934038131",Islands District
840,10070000,1007,Lung Wo Tsuen,Official,"22.332322013,114.233436248",Sai Kung District
841,10080000,1008,Lung Yeuk Tau,Official,"22.502500032,114.149419095",North District
842,10090000,1009,Lut Chau,Official,"22.476892194,114.034123417",Yuen Long District
843,10100000,1010,Ma Chau,Official,"22.172291972,113.90109634",Islands District
844,10120000,1012,Ma Kok Tsui,Official,"22.54129683,114.440926702",Tai Po District
845,10130000,1013,Ma Kok Tsui,Official,"22.54129683,114.440926702",Tai Po District
846,10140000,1014,Ma Kwu Lam,Official,"22.426786421,114.262770119",Tai Po District
847,10150000,1015,Ma Lai Hau Hang,Official,"22.372775968,114.211897138",Sha Tin District
848,10160000,1016,Ma Liu Shui,Official,"22.422932436,114.206742323",Sha Tin District
849,10170000,1017,Ma Liu Shui San Tsuen,Official,"22.505797122,114.156095347",North District
850,10180000,1018,Ma Mei Ha,Official,"22.518152018,114.176641139",North District
851,10190000,1019,Ma Mei Ha Leng Tsui,Official,"22.516797457,114.175542815",North District
852,10200000,1020,Ma Nam Wat,Official,"22.357291522,114.271979709",Sai Kung District
853,10210000,1021,Ma Niu,Official,"22.407875812,114.199350201",Sha Tin District
854,10220000,1022,Ma Niu River,Official,"22.503646606,114.274684142",North District
855,10230000,1023,Ma Niu Shui,Official,"22.506037174,114.278690024",North District
856,10240000,1024,Ma On Kong,Official,"22.415699854,114.065936596",Yuen Long District
857,10250000,1025,Ma On Shan,Official,"22.41919645,114.231256949",Sha Tin District
858,10260000,1026,Ma On Shan,Official,"22.41919645,114.231256949",Sha Tin District
859,10270000,1027,Ma On Shan Tsuen,Official,"22.406577761,114.239788792",Sha Tin District
860,10280000,1028,Ma Pau Ling,Official,"22.422089112,114.088193901",Yuen Long District
861,10290000,1029,Ma Po Mei,Official,"22.445486433,114.129719155",Tai Po District
862,10300000,1030,Ma Shi Chau,Official,"22.454451842,114.229842447",Tai Po District
863,10310000,1031,Ma Shi Po,Official,"22.502552618,114.141255378",North District
864,10320000,1032,Ma Tau Fung,Official,"22.496797707,114.247545858",Tai Po District
865,10330000,1033,Ma Tau Kok,Official,"22.320880469,114.191297583",Kowloon City District
866,10340000,1034,Ma Tau Wai,Official,"22.320456371,114.186793936",Kowloon City District
867,10360000,1036,Ma Tau Wan,Official,"22.3418435,114.35405586",Sai Kung District
868,10370000,1037,Ma Tin Pok,Official,"22.437052378,114.026810616",Yuen Long District
869,10380000,1038,Ma Tin Tsuen,Official,"22.439469569,114.023650878",Yuen Long District
870,10390000,1039,Ma Tseuk Leng,Official,"22.534251442,114.200340709",North District
871,10400000,1040,Ma Tseuk Leng San Uk Ha,Official,"22.531876103,114.202663567",North District
872,10410000,1041,Ma Tseuk Tong,Official,"22.478588662,114.196473647",Tai Po District
873,10420000,1042,Ma Tso Lung,Official,"22.52024439,114.095129769",North District
874,10430000,1043,Ma Wan,Official,"22.269154189,114.347657564",Sai Kung District
875,10440000,1044,Ma Wan,Official,"22.269154189,114.347657564",Sai Kung District
876,10450000,1045,Ma Wan Channel,Official,"22.350577916,114.07524974",Kwai Tsing District
877,10460000,1046,Ma Wan Chung,Official,"22.285311845,113.936225241",Islands District
878,10470000,1047,Ma Wan Main Street Village,Official,"22.34875854,114.055932164",Tsuen Wan District
879,10480000,1048,Ma Wan Main Street Village Central,Official,"22.352191867,114.058259176",Tsuen Wan District
880,10490000,1049,Ma Wan Main Street Village East,Official,"22.351560296,114.059036365",Tsuen Wan District
881,10500000,1050,Ma Wan Main Street Village North,Official,"22.353366545,114.059229012",Tsuen Wan District
882,10510000,1051,Ma Wan Main Street Village South,Official,"22.351604562,114.057822805",Tsuen Wan District
883,10520000,1052,Ma Wan New Village,Official,"22.279611722,113.941135089",Islands District
884,10530000,1053,Ma Wan Town,Official,"22.348833792,114.056612532",Tsuen Wan District
885,10540000,1054,Ma Wat Tsuen,Official,"22.49964672,114.151188424",North District
886,10550000,1055,Ma Wat Wai,Official,"22.49880671,114.15006124",North District
887,10560000,1056,Ma Wo,Official,"22.442614403,114.159784848",Tai Po District
888,10570000,1057,Ma Yau Tong,Official,"22.317281806,114.244601578",Sai Kung District
889,10580000,1058,Ma Yiu,Official,"22.453349971,114.230318076",Tai Po District
890,10590000,1059,Magazine Gap,Official,"22.269695162,114.165541781",Central and Western District
891,10600000,1060,Magazine Island,Official,"22.243321741,114.139545968",Southern District
892,10610000,1061,Mai Fan Teng,Official,"22.430433548,114.383648995",Sai Kung District
893,10620000,1062,Mai Fan Tsui,Official,"22.441042323,114.392067642",Sai Kung District
894,10630000,1063,Mai Po,Official,"22.498996188,114.053071131",Yuen Long District
895,10640000,1064,Mai Po Lo Wai,Official,"22.493629079,114.061103023",Yuen Long District
896,10650000,1065,Mai Po Lung Tsuen,Official,"22.492531884,114.067566396",Yuen Long District
897,10660000,1066,Mai Po San Tsuen,Official,"22.492030618,114.060987737",Yuen Long District
898,10680000,1068,Mak Uk,Official,"22.464511357,114.181479806",Tai Po District
899,10690000,1069,Man Cheung Po,Official,"22.228719067,113.867920116",Islands District
900,10700000,1070,Man Hang,Official,"22.400976627,114.19089149",Sha Tin District
901,10710000,1071,Man Kam To,Official,"22.537894407,114.129337893",North District
902,10720000,1072,Man King Terrace,Official,"22.381621922,114.268248079",Sai Kung District
903,10730000,1073,Man Kok,Official,"22.267092238,114.021006117",Islands District
904,10740000,1074,Man Kok Tsui,Official,"22.265920538,114.02340387",Islands District
905,10750000,1075,Man Kok Village,Official,"22.511587296,114.124001257",North District
906,10760000,1076,Man Tau Tsui,Official,"22.356365035,114.265532623",Sai Kung District
907,10770000,1077,Man Tau Tun,Official,"22.361109918,114.204641702",Sha Tin District
908,10780000,1078,Man Uk Pin,Official,"22.526504943,114.184164696",North District
909,10790000,1079,Man Wo,Official,"22.353452692,114.235803902",Sai Kung District
910,10800000,1080,Mang Kung Uk,Official,"22.313481352,114.276773651",Sai Kung District
911,10840000,1084,Mat Chau,Official,"22.160533774,114.250440202",Islands District
912,10850000,1085,Mat Chau Pai,Official,"22.159649111,114.249654449",Islands District
913,10860000,1086,Mau Ping,Official,"22.383837299,114.243886067",Sha Tin District
914,10870000,1087,Mau Ping Lo Uk,Official,"22.385698316,114.242100216",Sha Tin District
915,10880000,1088,Mau Ping New Village,Official,"22.385442169,114.262001437",Sai Kung District
916,10890000,1089,Mau Ping San Uk,Official,"22.382845388,114.240302469",Sha Tin District
917,10900000,1090,Mau Ping Shan,Official,"22.481095174,114.360383537",Tai Po District
918,10910000,1091,Mau Po,Official,"22.301477303,114.293845413",Sai Kung District
919,10920000,1092,Mau Tat,Official,"22.358996851,114.204165556",Sha Tin District
920,10930000,1093,Mau Tin,Official,"22.34875213,114.265809336",Sai Kung District
921,10940000,1094,Mau Tso Ngam,Official,"22.365269266,114.221351964",Sha Tin District
922,10950000,1095,Mau Wu Shan,Official,"22.312889939,114.25143214",Sai Kung District
923,10960000,1096,Mau Wu Tsai,Official,"22.316266301,114.253743902",Sai Kung District
924,10970000,1097,Mau Yuen,Official,"22.251311671,113.976145668",Islands District
925,11030000,1103,Mei Pai,Official,"22.199047584,113.98054517",Islands District
926,11070000,1107,Middle Bay,Official,"22.230410837,114.197360373",Southern District
927,11080000,1108,Middle Gap,Official,"22.260845495,114.179222207",Wan Chai District
928,11090000,1109,Middle Hill,Official,"22.346747374,114.222180955",Sai Kung District
929,11090045,1109,Cheung Shan,Alias,"22.346747374,114.222180955",Sai Kung District
930,11100000,1110,Middle Island,Official,"22.234475679,114.186108837",Southern District
931,11100046,1110,Tong Po Chau,Alias,"22.234475679,114.186108837",Southern District
932,11110000,1111,Mid-Levels,Official,"22.280682708,114.144901994",Central and Western District
933,11150000,1115,Mirs Bay,Official,"22.520353046,114.37323646",Tai Po District
934,11150047,1115,Dapeng Wan,Alias,"22.520353046,114.37323646",Tai Po District
935,11160000,1116,Mit Kok Tsui,Official,"22.516732755,114.321202",North District
936,11170000,1117,Miu Kok,Official,"22.164741783,114.251159845",Islands District
937,11180000,1118,Miu Pui,Official,"22.166114853,114.25028798",Islands District
938,11190000,1119,Miu Tsai,Official,"22.302862779,114.288460396",Sai Kung District
939,11200000,1120,Miu Tsai Tun,Official,"22.299263422,114.282712433",Sai Kung District
940,11210000,1121,Mo Chau,Official,"22.479876989,114.333864003",Tai Po District
941,11220000,1122,Mo Fan Heung,Official,"22.459940849,114.054572911",Yuen Long District
942,11230000,1123,Mo Tat New Village,Official,"22.206188834,114.145859589",Islands District
943,11240000,1124,Mo Tat Old Village,Official,"22.205132181,114.145549482",Islands District
944,11250000,1125,Mo Tat Wan,Official,"22.208103365,114.145956152",Islands District
945,11260000,1126,Mo To Hang,Official,"22.524237733,114.271529848",North District
946,11270000,1127,Mo Uk,Official,"22.451303236,114.36095635",Tai Po District
947,11290000,1129,Mok Ka,Official,"22.270644573,113.929148072",Islands District
948,11300000,1130,Mok Tse Che,Official,"22.348389541,114.250548179",Sai Kung District
949,11310000,1131,Mong Chau Tsai,Official,"22.371278019,114.301263502",Sai Kung District
950,11320000,1132,Mong Kok,Official,"22.320104396,114.171487521",Yau Tsim Mong District
951,11330000,1133,Mong To Au,Official,"22.282707197,113.987939033",Islands District
952,11340000,1134,Mong Tseng Tsuen,Official,"22.477083027,113.998986934",Yuen Long District
953,11350000,1135,Mong Tseng Wai,Official,"22.476365204,114.003214675",Yuen Long District
954,11360000,1136,Mong Tung Hang,Official,"22.326513733,114.041304318",Tsuen Wan District
955,11370000,1137,Mong Tung Wan,Official,"22.22451506,113.981353591",Islands District
956,11380000,1138,Mong Tung Wan,Official,"22.22451506,113.981353591",Islands District
957,11390000,1139,Mong Yue Kok,Official,"22.409453042,114.378713285",Sai Kung District
958,11400000,1140,Morrison Hill,Official,"22.276414345,114.178533559",Wan Chai District
959,11420000,1142,Mount Butler,Official,"22.267660035,114.211133504",Eastern District
960,11430000,1143,Mount Cameron,Official,"22.262308471,114.175215295",Wan Chai District
961,11440000,1144,Mount Collinson,Official,"22.251443243,114.234907382",Southern District
962,11450000,1145,Mount Davis,Official,"22.276938849,114.124866078",Central and Western District
963,11460000,1146,Mount Gough,Official,"22.268610965,114.159623367",Central and Western District
964,11470000,1147,Mount Hallowes,Official,"22.457869418,114.31461211",Tai Po District
965,11470048,1147,Tam Chai Shan,Alias,"22.457869418,114.31461211",Tai Po District
966,11480000,1148,Mount Kellett,Official,"22.261773185,114.148408702",Central and Western District
967,11490000,1149,Mount Newland,Official,"22.497746222,114.280355511",Tai Po District
968,11490049,1149,Kwun Yam Tung,Alias,"22.497746222,114.280355511",Tai Po District
969,11500000,1150,Mount Nicholson,Official,"22.259436472,114.185964955",Wan Chai District
970,11510000,1151,Mount Parker,Official,"22.280843681,114.211349737",Eastern District
971,11520000,1152,Mount Stenhouse,Official,"22.191671963,114.127603007",Islands District
972,11520050,1152,Shan Tei Tong,Alias,"22.191671963,114.127603007",Islands District
973,11530000,1153,Mui Shue Hang,Official,"22.455822088,114.151089625",Tai Po District
974,11540000,1154,Mui Tsz Lam,Official,"22.390902943,114.234042581",Sha Tin District
975,11550000,1155,Mui Tsz Lam,Official,"22.390902943,114.234042581",Sha Tin District
976,11560000,1156,Mui Wo,Official,"22.268084388,113.993857718",Islands District
977,11570000,1157,Mui Wo Kau Tsuen,Official,"22.268818314,113.988103218",Islands District
978,11580000,1158,Muk Fat Teng,Official,"22.534623661,114.319188917",North District
979,11590000,1159,Muk Kiu Tau Tsuen,Official,"22.429095013,114.025158151",Yuen Long District
980,11600000,1160,Muk Min Ha Tsuen,Official,"22.376363312,114.118245924",Tsuen Wan District
981,11610000,1161,Muk Min Shan,Official,"22.389205593,114.271651814",Sai Kung District
982,11620000,1162,Muk Min Tau,Official,"22.543964939,114.216451037",North District
983,11630000,1163,Muk Wu,Official,"22.539665358,114.132866117",North District
984,11640000,1164,Muk Wu Nga Yiu,Official,"22.54135521,114.137405481",North District
985,11650000,1165,Muk Yue Chau,Official,"22.388933797,114.311145343",Sai Kung District
986,11660000,1166,Muk Yue Shan,Official,"22.25132077,113.907490188",Islands District
987,11670000,1167,Muk Yue Tau,Official,"22.390109163,114.309447073",Sai Kung District
988,11680000,1168,Mun Hau Tsai,Official,"22.432001322,114.099455584",Yuen Long District
989,11690000,1169,Mun Hau Tsuen,Official,"22.510422114,114.123204721",North District
990,11700000,1170,Mun Tsai Wan,Official,"22.536136146,114.303073",North District
991,11710000,1171,Mun Wan,Official,,Sai Kung District
992,11720000,1172,Nai Chung,Official,"22.4311778,114.257789686",Tai Po District
993,11730000,1173,Nai Mang Po,Official,"22.338899706,114.317009114",Sai Kung District
994,11740000,1174,Nai Tau,Official,"22.541018119,114.44017763",Tai Po District
995,11750000,1175,Nai Tong Kok,Official,"22.490240358,114.250409288",Tai Po District
996,11760000,1176,Nai Wai,Official,"22.42317762,113.988507209",Tuen Mun District
997,11770000,1177,Nam A,Official,"22.398946282,114.276999728",Sai Kung District
998,11790000,1179,Nam Chung,Official,"22.52192391,114.20688994",North District
999,11800000,1180,Nam Chung Cheng Uk,Official,"22.519485696,114.206967172",North District
1000,11810000,1181,Nam Chung Cheung Uk,Official,"22.522076692,114.210593318",North District
1001,11820000,1182,Nam Chung Lei Uk,Official,"22.523395027,114.211060205",North District
1002,11830000,1183,Nam Chung Lo Uk,Official,"22.518519743,114.205334034",North District
1003,11840000,1184,Nam Chung River,Official,"22.520947823,114.210942963",North District
1004,11850000,1185,Nam Chung Tsuen,Official,"22.246814251,113.862108443",Islands District
1005,11860000,1186,Nam Chung Yeung Uk,Official,"22.523160956,114.207492857",North District
1006,11870000,1187,Nam Fung Chau,Official,"22.342342606,114.351823761",Sai Kung District
1007,11880000,1188,Nam Fung Kok,Official,"22.461686207,114.346299182",Tai Po District
1008,11890000,1189,Nam Fung Shan,Official,"22.463099371,114.343004523",Tai Po District
1009,11900000,1190,Nam Fung Wan,Official,"22.461873776,114.339537191",Tai Po District
1010,11910000,1191,Nam Fung Wan,Official,"22.461873776,114.339537191",Tai Po District
1011,11920000,1192,Nam Hang,Official,"22.459110991,114.168188593",Tai Po District
1012,11930000,1193,Nam Hang,Official,"22.459110991,114.168188593",Tai Po District
1013,11940000,1194,Nam Hang Mei,Official,"22.522299416,114.222850391",North District
1014,11950000,1195,Nam Hang Pai,Official,"22.418237424,114.031745509",Yuen Long District
1015,11960000,1196,Nam Hang Tsuen,Official,"22.423549998,114.034741359",Yuen Long District
1016,11970000,1197,Nam Hing Lei,Official,"22.430348866,114.093626829",Yuen Long District
1017,11980000,1198,Nam Kok Tsui,Official,"22.156582134,113.903211317",Islands District
1018,11990000,1199,Nam Kok Tsui,Official,"22.156582134,113.903211317",Islands District
1019,12000000,1200,Nam Long,Official,"22.390371283,113.923362587",Tuen Mun District
1020,12010000,1201,Nam Pin Wai,Official,"22.447298602,114.033085086",Yuen Long District
1021,12020000,1202,Nam Pin Wai,Official,"22.447298602,114.033085086",Yuen Long District
1022,12030000,1203,Nam Sang Wai,Official,"22.463312976,114.036993813",Yuen Long District
1023,12040000,1204,Nam Sha Po,Official,"22.48858233,114.002305412",Yuen Long District
1024,12050000,1205,Nam Shan,Official,"22.387638391,114.264367735",Sai Kung District
1025,12060000,1206,Nam Shan,Official,"22.387638391,114.264367735",Sai Kung District
1026,12070000,1207,Nam Shan,Official,"22.387638391,114.264367735",Sai Kung District
1027,12080000,1208,Nam Shan,Official,"22.387638391,114.264367735",Sai Kung District
1028,12090000,1209,Nam Shan,Official,"22.387638391,114.264367735",Sai Kung District
1029,12110000,1211,Nam Shan Mei,Official,"22.347589831,114.211609305",Wong Tai Sin District
1030,12120000,1212,Nam Shan Mei,Official,"22.347589831,114.211609305",Wong Tai Sin District
1031,12130000,1213,Nam Shan Tung,Official,"22.449519575,114.310688722",Tai Po District
1032,12140000,1214,Nam She,Official,"22.435813267,114.37104819",Sai Kung District
1033,12150000,1215,Nam She Au,Official,"22.429241182,114.369319748",Sai Kung District
1034,12160000,1216,Nam She Tong,Official,"22.206868338,114.032516545",Islands District
1035,12170000,1217,Nam She Wan,Official,"22.43772768,114.371079997",Sai Kung District
1036,12180000,1218,Nam Tam,Official,"22.20365242,114.031404566",Islands District
1037,12190000,1219,Nam Tam Wan,Official,"22.159411068,114.256586216",Islands District
1038,12200000,1220,Nam Tam Wan,Official,"22.159411068,114.256586216",Islands District
1039,12210000,1221,Nam Tin,Official,"22.272807499,113.888189278",Islands District
1040,12220000,1222,Nam Tong,Official,"22.254873281,114.289537985",Sai Kung District
1041,12230000,1223,Nam Tong,Official,"22.254873281,114.289537985",Sai Kung District
1042,12240000,1224,Nam Tsui,Official,"22.237176133,114.122669082",Islands District
1043,12250000,1225,Nam Wa Po,Official,"22.475698047,114.15096935",Tai Po District
1044,12260000,1226,Nam Wai,Official,"22.352552859,114.25696078",Sai Kung District
1045,12270000,1227,Nam Wan,Official,"22.332104556,114.097045269",Kwai Tsing District
1046,12280000,1228,Nam Wan,Official,"22.332104556,114.097045269",Kwai Tsing District
1047,12290000,1229,Nam Wan,Official,"22.332104556,114.097045269",Kwai Tsing District
1048,12300000,1230,Nam Wan,Official,"22.332104556,114.097045269",Kwai Tsing District
1049,12310000,1231,Nam Wan Kok,Official,"22.332153462,114.105072801",Kwai Tsing District
1050,12320000,1232,Nam Wan San Tsuen,Official,"22.282152761,114.038106183",Islands District
1051,12330000,1233,Nam Wan Shan Ting San Tsuen,Official,"22.281260443,114.040125352",Islands District
1052,12350000,1235,Needle Hill,Official,"22.386857546,114.160628476",Sha Tin District
1053,12360000,1236,Nei Lak Shan,Official,"22.263065618,113.910572361",Islands District
1054,12380000,1238,New Tung Chung Hang,Official,"22.274101787,113.946539068",Islands District
1055,12390000,1239,Ng Fai Tin,Official,"22.317052368,114.285350001",Sai Kung District
1056,12400000,1240,Ng Fan Chau,Official,"22.225967138,114.25739977",Southern District
1057,12410000,1241,Ng Ka Tsuen,Official,"22.437041706,114.070193855",Yuen Long District
1058,12420000,1242,Ng Kwu Leng,Official,"22.34378545,114.047782036",Tsuen Wan District
1059,12430000,1243,Ng To,Official,"22.524065079,114.235982967",North District
1060,12440000,1244,Ng Tung Chai,Official,"22.436961086,114.127720925",Tai Po District
1061,12450000,1245,Ng Uk Tsuen,Official,"22.464644075,114.021233076",Yuen Long District
1062,12460000,1246,Ng Uk Tsuen,Official,"22.464644075,114.021233076",Yuen Long District
1063,12470000,1247,Ng Uk Tsuen,Official,"22.464644075,114.021233076",Yuen Long District
1064,12480000,1248,Ng Uk Tsuen,Official,"22.464644075,114.021233076",Yuen Long District
1065,12490000,1249,Nga Kau Wan,Official,"22.22952278,114.110857708",Islands District
1066,12500000,1250,Nga Tsin Wai,Official,"22.334949921,114.193386048",Wong Tai Sin District
1067,12520000,1252,Nga Ying Chau,Official,"22.388848476,114.315932667",Sai Kung District
1068,12530000,1253,Nga Ying Kok,Official,"22.242096764,113.851147687",Islands District
1069,12540000,1254,Nga Ying Pai,Official,"22.24266069,114.28069091",Sai Kung District
1070,12550000,1255,Nga Ying Shan,Official,"22.237058801,113.860859508",Islands District
1071,12560000,1256,Nga Yiu Ha,Official,"22.540681933,114.16045503",North District
1072,12570000,1257,Nga Yiu Tau,Official,"22.429314069,114.037775841",Yuen Long District
1073,12580000,1258,Nga Yiu Tau,Official,"22.429314069,114.037775841",Yuen Long District
1074,12590000,1259,Nga Yiu Tau,Official,"22.429314069,114.037775841",Yuen Long District
1075,12600000,1260,Ngai Kok,Official,"22.550739039,114.426118614",Tai Po District
1076,12610000,1261,Ngai Kong,Official,"22.454383194,114.13623514",Tai Po District
1077,12620000,1262,Ngai Tau,Official,"22.207563159,114.156333408",Islands District
1078,12630000,1263,Ngam Ha Tong,Official,"22.285009485,114.288135701",Sai Kung District
1079,12640000,1264,Ngam Hau Shek,Official,"22.329651896,114.058666502",Tsuen Wan District
1080,12650000,1265,Ngam Pin,Official,"22.520279098,114.111848034",North District
1081,12660000,1266,Ngam Tau,Official,"22.36038748,114.358322046",Sai Kung District
1082,12670000,1267,Ngam Tau Sha,Official,"22.320128299,114.289173479",Sai Kung District
1083,12680000,1268,Ngam Tau Shan,Official,"22.425229434,114.319193693",Sai Kung District
1084,12690000,1269,Ngan Chau,Official,"22.283507076,114.048759257",Islands District
1085,12700000,1270,Ngan Chau Ngam Pai,Official,"22.216504718,114.183488958",Southern District
1086,12710000,1271,Ngan Chau Tau Pai,Official,"22.215149874,114.187853346",Southern District
1087,12720000,1272,Ngan Hang Village,Official,"22.23080766,114.236247156",Southern District
1088,12730000,1273,Ngan Peng Tau,Official,"22.270090441,114.350423923",Sai Kung District
1089,12740000,1274,Ngan Wan,Official,"22.259832773,114.256157899",Eastern District
1090,12760000,1276,Ngau Au,Official,"22.386109776,114.227961793",Sha Tin District
1091,12770000,1277,Ngau Au,Official,"22.386109776,114.227961793",Sha Tin District
1092,12780000,1278,Ngau Au,Official,"22.386109776,114.227961793",Sha Tin District
1093,12790000,1279,Ngau Au Shan,Official,"22.370832598,114.219421537",Sha Tin District
1094,12800000,1280,Ngau Chi Wan,Official,"22.336816412,114.211383368",Wong Tai Sin District
1095,12810000,1281,Ngau Chi Wan Village,Official,"22.33534629,114.209325",Wong Tai Sin District
1096,12820000,1282,Ngau Hom,Official,"22.464591142,113.988519302",Yuen Long District
1097,12830000,1283,Ngau Hom Sha,Official,"22.45053116,113.966854353",Yuen Long District
1098,12840000,1284,Ngau Hom Shek,Official,"22.455200521,113.974425294",Yuen Long District
1099,12850000,1285,Ngau Keng,Official,"22.424110416,114.085463203",Yuen Long District
1100,12860000,1286,Ngau Kok Wan,Official,"22.360843893,114.087601635",Kwai Tsing District
1101,12870000,1287,Ngau Kwo Lo,Official,"22.466207486,114.321509097",Tai Po District
1102,12880000,1288,Ngau Kwo Tin,Official,"22.240440611,113.877488145",Islands District
1103,12890000,1289,Ngau Kwu Kok,Official,"22.457589414,114.110283949",Yuen Long District
1104,12900000,1290,Ngau Kwu Leng,Official,"22.460117764,114.137205043",Tai Po District
1105,12910000,1291,Ngau Kwu Long,Official,"22.291002473,113.977185597",Islands District
1106,12920000,1292,Ngau Kwu Wan,Official,"22.250833237,113.999613548",Islands District
1107,12930000,1293,Ngau Lan Tsui,Official,"22.355673289,114.064809444",Tsuen Wan District
1108,12940000,1294,Ngau Liu,Official,"22.393178832,114.271965261",Sai Kung District
1109,12950000,1295,Ngau Liu,Official,"22.393178832,114.271965261",Sai Kung District
1110,12960000,1296,Ngau Liu,Official,"22.393178832,114.271965261",Sai Kung District
1111,12970000,1297,Ngau Liu Ha,Official,"22.451996767,114.226033167",Tai Po District
1112,12980000,1298,Ngau Pei Sha,Official,"22.380280904,114.209180167",Sha Tin District
1113,12990000,1299,Ngau Pei Sha New Village,Official,"22.37911608,114.208607001",Sha Tin District
1114,13000000,1300,Ngau Pui Wo,Official,"22.349722691,114.236841096",Sai Kung District
1115,13010000,1301,Ngau Shi Pui,Official,"22.433624022,114.401867181",Sai Kung District
1116,13020000,1302,Ngau Shi Shan,Official,"22.510574422,114.310300336",North District
1117,13030000,1303,Ngau Shi Wu,Official,"22.521300206,114.275950447",North District
1118,13040000,1304,Ngau Shi Wu Shan,Official,"22.52196238,114.271022855",North District
1119,13050000,1305,Ngau Shi Wu Wan,Official,"22.525134733,114.281289609",North District
